"T"	"P"	"rho"	"logK"	"G"	"H"	"S"	"V"	"Cp"	"info"
475	50	0.8652	27.3063	-248316.441	-305081.3256	-119.9241	-29.4524	-183.452	"1H2(aq)+0.5O2(aq)->H2O"
476	50	0.864	27.2358	-248196.3235	-305265.344	-120.3111	-29.5169	-184.289	"1H2(aq)+0.5O2(aq)->H2O"
477	50	0.8628	27.1655	-248075.8185	-305450.2081	-120.699	-29.5828	-185.1465	"1H2(aq)+0.5O2(aq)->H2O"
478	50	0.8616	27.0954	-247954.9251	-305635.9387	-121.088	-29.65	-186.0251	"1H2(aq)+0.5O2(aq)->H2O"
479	50	0.8604	27.0256	-247833.6422	-305822.5573	-121.478	-29.7187	-186.9254	"1H2(aq)+0.5O2(aq)->H2O"
480	50	0.8592	26.9561	-247711.9687	-306010.0858	-121.8691	-29.7888	-187.848	"1H2(aq)+0.5O2(aq)->H2O"
481	50	0.858	26.8868	-247589.9036	-306198.5471	-122.2613	-29.8605	-188.7936	"1H2(aq)+0.5O2(aq)->H2O"
482	50	0.8567	26.8177	-247467.4457	-306387.9643	-122.6547	-29.9337	-189.7629	"1H2(aq)+0.5O2(aq)->H2O"
483	50	0.8555	26.7489	-247344.5938	-306578.3614	-123.0493	-30.0085	-190.7564	"1H2(aq)+0.5O2(aq)->H2O"
484	50	0.8543	26.6804	-247221.3467	-306769.7632	-123.4452	-30.0849	-191.775	"1H2(aq)+0.5O2(aq)->H2O"
485	50	0.853	26.612	-247097.7031	-306962.1951	-123.8423	-30.163	-192.8193	"1H2(aq)+0.5O2(aq)->H2O"
486	50	0.8518	26.5439	-246973.6616	-307155.6833	-124.2409	-30.2429	-193.8902	"1H2(aq)+0.5O2(aq)->H2O"
487	50	0.8505	26.4761	-246849.2208	-307350.2546	-124.6408	-30.3246	-194.9885	"1H2(aq)+0.5O2(aq)->H2O"
488	50	0.8493	26.4085	-246724.3795	-307545.937	-125.0422	-30.4081	-196.115	"1H2(aq)+0.5O2(aq)->H2O"
489	50	0.848	26.3411	-246599.1359	-307742.7591	-125.4451	-30.4936	-197.2706	"1H2(aq)+0.5O2(aq)->H2O"
490	50	0.8468	26.2739	-246473.4887	-307940.7505	-125.8496	-30.5809	-198.4561	"1H2(aq)+0.5O2(aq)->H2O"
491	50	0.8455	26.207	-246347.4362	-308139.9416	-126.2557	-30.6704	-199.6726	"1H2(aq)+0.5O2(aq)->H2O"
492	50	0.8442	26.1403	-246220.9767	-308340.3638	-126.6635	-30.7619	-200.921	"1H2(aq)+0.5O2(aq)->H2O"
493	50	0.8429	26.0739	-246094.1086	-308542.0496	-127.073	-30.8555	-202.2024	"1H2(aq)+0.5O2(aq)->H2O"
494	50	0.8416	26.0076	-245966.8301	-308745.0326	-127.4843	-30.9513	-203.5178	"1H2(aq)+0.5O2(aq)->H2O"
495	50	0.8403	25.9416	-245839.1394	-308949.3472	-127.8975	-31.0495	-204.8683	"1H2(aq)+0.5O2(aq)->H2O"
496	50	0.839	25.8758	-245711.0345	-309155.0293	-128.3126	-31.15	-206.2551	"1H2(aq)+0.5O2(aq)->H2O"
497	50	0.8377	25.8102	-245582.5136	-309362.1157	-128.7297	-31.2529	-207.6794	"1H2(aq)+0.5O2(aq)->H2O"
498	50	0.8363	25.7449	-245453.5745	-309570.6446	-129.1488	-31.3583	-209.1425	"1H2(aq)+0.5O2(aq)->H2O"
499	50	0.835	25.6798	-245324.2152	-309780.6554	-129.5701	-31.4663	-210.6457	"1H2(aq)+0.5O2(aq)->H2O"
500	50	0.8336	25.6148	-245194.4335	-309992.189	-129.9936	-31.5769	-212.1904	"1H2(aq)+0.5O2(aq)->H2O"
501	50	0.8323	25.5501	-245064.2272	-310205.2875	-130.4194	-31.6903	-213.778	"1H2(aq)+0.5O2(aq)->H2O"
502	50	0.8309	25.4856	-244933.594	-310419.9946	-130.8475	-31.8066	-215.41	"1H2(aq)+0.5O2(aq)->H2O"
503	50	0.8296	25.4214	-244802.5314	-310636.3555	-131.2781	-31.9257	-217.088	"1H2(aq)+0.5O2(aq)->H2O"
504	50	0.8282	25.3573	-244671.037	-310854.417	-131.7112	-32.0479	-218.8136	"1H2(aq)+0.5O2(aq)->H2O"
505	50	0.8268	25.2934	-244539.1082	-311074.2277	-132.1469	-32.1732	-220.5886	"1H2(aq)+0.5O2(aq)->H2O"
506	50	0.8254	25.2298	-244406.7424	-311295.8379	-132.5853	-32.3017	-222.4147	"1H2(aq)+0.5O2(aq)->H2O"
507	50	0.824	25.1663	-244273.9368	-311519.2995	-133.0264	-32.4336	-224.294	"1H2(aq)+0.5O2(aq)->H2O"
508	50	0.8226	25.1031	-244140.6886	-311744.6668	-133.4705	-32.5689	-226.2282	"1H2(aq)+0.5O2(aq)->H2O"
509	50	0.8212	25.0401	-244006.9948	-311971.9957	-133.9176	-32.7078	-228.2195	"1H2(aq)+0.5O2(aq)->H2O"
510	50	0.8198	24.9772	-243872.8524	-312201.3444	-134.3677	-32.8504	-230.2702	"1H2(aq)+0.5O2(aq)->H2O"
511	50	0.8184	24.9146	-243738.2583	-312432.7734	-134.8211	-32.9967	-232.3823	"1H2(aq)+0.5O2(aq)->H2O"
512	50	0.8169	24.8522	-243603.2092	-312666.3454	-135.2777	-33.1471	-234.5584	"1H2(aq)+0.5O2(aq)->H2O"
513	50	0.8155	24.7899	-243467.7017	-312902.1256	-135.7378	-33.3015	-236.801	"1H2(aq)+0.5O2(aq)->H2O"
514	50	0.814	24.7279	-243331.7325	-313140.1818	-136.2014	-33.4601	-239.1126	"1H2(aq)+0.5O2(aq)->H2O"
515	50	0.8126	24.666	-243195.2978	-313380.5844	-136.6686	-33.6231	-241.4961	"1H2(aq)+0.5O2(aq)->H2O"
516	50	0.8111	24.6044	-243058.394	-313623.4068	-137.1396	-33.7906	-243.9544	"1H2(aq)+0.5O2(aq)->H2O"
517	50	0.8096	24.5429	-242921.0172	-313868.7252	-137.6146	-33.9628	-246.4906	"1H2(aq)+0.5O2(aq)->H2O"
518	50	0.8081	24.4816	-242783.1634	-314116.6192	-138.0936	-34.1399	-249.1078	"1H2(aq)+0.5O2(aq)->H2O"
519	50	0.8066	24.4205	-242644.8285	-314367.1716	-138.5769	-34.322	-251.8095	"1H2(aq)+0.5O2(aq)->H2O"
520	50	0.8051	24.3596	-242506.0083	-314620.4685	-139.0644	-34.5094	-254.5993	"1H2(aq)+0.5O2(aq)->H2O"
521	50	0.8036	24.2989	-242366.6982	-314876.6	-139.5565	-34.7022	-257.4809	"1H2(aq)+0.5O2(aq)->H2O"
522	50	0.802	24.2383	-242226.8937	-315135.6598	-140.0533	-34.9006	-260.4584	"1H2(aq)+0.5O2(aq)->H2O"
523	50	0.8005	24.178	-242086.59	-315397.746	-140.5549	-35.1049	-263.5359	"1H2(aq)+0.5O2(aq)->H2O"
524	50	0.7989	24.1178	-241945.7822	-315662.9607	-141.0615	-35.3152	-266.7179	"1H2(aq)+0.5O2(aq)->H2O"
525	50	0.7974	24.0578	-241804.4653	-315931.4109	-141.5733	-35.5319	-270.0092	"1H2(aq)+0.5O2(aq)->H2O"
526	50	0.7958	23.998	-241662.6338	-316203.2088	-142.0905	-35.7551	-273.4146	"1H2(aq)+0.5O2(aq)->H2O"
527	50	0.7942	23.9383	-241520.2824	-316478.47	-142.6133	-35.9851	-276.9395	"1H2(aq)+0.5O2(aq)->H2O"
528	50	0.7926	23.8789	-241377.4052	-316757.3174	-143.142	-36.2223	-280.5894	"1H2(aq)+0.5O2(aq)->H2O"
529	50	0.791	23.8196	-241233.9964	-317039.8789	-143.6766	-36.4668	-284.3704	"1H2(aq)+0.5O2(aq)->H2O"
530	50	0.7894	23.7604	-241090.0499	-317326.2888	-144.2175	-36.719	-288.2885	"1H2(aq)+0.5O2(aq)->H2O"
531	50	0.7878	23.7015	-240945.5592	-317616.6874	-144.7649	-36.9792	-292.3507	"1H2(aq)+0.5O2(aq)->H2O"
532	50	0.7861	23.6427	-240800.5178	-317911.2223	-145.3191	-37.2477	-296.5638	"1H2(aq)+0.5O2(aq)->H2O"
533	50	0.7845	23.5841	-240654.9187	-318210.0483	-145.8803	-37.525	-300.9354	"1H2(aq)+0.5O2(aq)->H2O"
534	50	0.7828	23.5256	-240508.7549	-318513.3277	-146.4487	-37.8113	-305.4737	"1H2(aq)+0.5O2(aq)->H2O"
535	50	0.7811	23.4673	-240362.0188	-318821.2316	-147.0248	-38.1071	-310.187	"1H2(aq)+0.5O2(aq)->H2O"
536	50	0.7794	23.4092	-240214.7027	-319133.9394	-147.6087	-38.4127	-315.0846	"1H2(aq)+0.5O2(aq)->H2O"
537	50	0.7777	23.3512	-240066.7985	-319451.6403	-148.2009	-38.7287	-320.1761	"1H2(aq)+0.5O2(aq)->H2O"
538	50	0.0253	10.5373	-108532.7674	-238733.0229	-242.3779	-7007.4963	1497.5187	"1H2(aq)+0.5O2(aq)->H2O"
539	50	0.0251	10.4944	-108291.7635	-237262.5378	-239.6472	-6927.7081	1444.1154	"1H2(aq)+0.5O2(aq)->H2O"
540	50	0.025	10.4519	-108053.4393	-235844.015	-237.0178	-6850.165	1393.5568	"1H2(aq)+0.5O2(aq)->H2O"
541	50	0.0249	10.4098	-107817.696	-234474.7142	-234.4844	-6774.7533	1345.6377	"1H2(aq)+0.5O2(aq)->H2O"
542	50	0.0248	10.3681	-107584.4402	-233152.0906	-232.0419	-6701.3671	1300.1712	"1H2(aq)+0.5O2(aq)->H2O"
543	50	0.0247	10.3268	-107353.5835	-231873.7782	-229.6855	-6629.9078	1256.9872	"1H2(aq)+0.5O2(aq)->H2O"
544	50	0.0246	10.2859	-107125.0419	-230637.5731	-227.411	-6560.2834	1215.9304	"1H2(aq)+0.5O2(aq)->H2O"
545	50	0.0245	10.2454	-106898.7356	-229441.4204	-225.2142	-6492.4081	1176.8585	"1H2(aq)+0.5O2(aq)->H2O"
546	50	0.0244	10.2051	-106674.5889	-228283.4011	-223.0913	-6426.2018	1139.6414	"1H2(aq)+0.5O2(aq)->H2O"
547	50	0.0243	10.1653	-106452.5295	-227161.7213	-221.0388	-6361.5892	1104.1594	"1H2(aq)+0.5O2(aq)->H2O"
548	50	0.0242	10.1258	-106232.4889	-226074.7015	-219.0534	-6298.5	1070.3027	"1H2(aq)+0.5O2(aq)->H2O"
549	50	0.0241	10.0866	-106014.4015	-225020.7675	-217.1319	-6236.8681	1037.9701	"1H2(aq)+0.5O2(aq)->H2O"
550	50	0.024	10.0477	-105798.2048	-223998.4428	-215.2714	-6176.6314	1007.0683	"1H2(aq)+0.5O2(aq)->H2O"
551	50	0.0239	10.0091	-105583.8392	-223006.34	-213.4692	-6117.7316	977.5111	"1H2(aq)+0.5O2(aq)->H2O"
552	50	0.0238	9.9709	-105371.2478	-222043.1549	-211.7227	-6060.1137	949.2191	"1H2(aq)+0.5O2(aq)->H2O"
553	50	0.0237	9.9329	-105160.376	-221107.6597	-210.0295	-6003.7258	922.1183	"1H2(aq)+0.5O2(aq)->H2O"
554	50	0.0236	9.8953	-104951.1717	-220198.6977	-208.3873	-5948.5192	896.1405	"1H2(aq)+0.5O2(aq)->H2O"
555	50	0.0235	9.8579	-104743.5851	-219315.178	-206.7939	-5894.4477	871.2223	"1H2(aq)+0.5O2(aq)->H2O"
556	50	0.0234	9.8208	-104537.5682	-218456.071	-205.2474	-5841.4677	847.3048	"1H2(aq)+0.5O2(aq)->H2O"
557	50	0.0233	9.784	-104333.0753	-217620.4036	-203.7457	-5789.5379	824.333	"1H2(aq)+0.5O2(aq)->H2O"
558	50	0.0233	9.7475	-104130.0624	-216807.2559	-202.2872	-5738.6192	802.256	"1H2(aq)+0.5O2(aq)->H2O"
559	50	0.0232	9.7112	-103928.4872	-216015.7573	-200.87	-5688.6748	781.0262	"1H2(aq)+0.5O2(aq)->H2O"
560	50	0.0231	9.6752	-103728.3092	-215245.083	-199.4925	-5639.6693	760.5991	"1H2(aq)+0.5O2(aq)->H2O"
561	50	0.023	9.6395	-103529.4894	-214494.4513	-198.1533	-5591.5696	740.9333	"1H2(aq)+0.5O2(aq)->H2O"
562	50	0.0229	9.6039	-103331.9903	-213763.1206	-196.8508	-5544.344	721.9899	"1H2(aq)+0.5O2(aq)->H2O"
563	50	0.0228	9.5687	-103135.7759	-213050.3867	-195.5838	-5497.9624	703.7326	"1H2(aq)+0.5O2(aq)->H2O"
564	50	0.0228	9.5337	-102940.8115	-212355.5808	-194.3507	-5452.3962	686.1274	"1H2(aq)+0.5O2(aq)->H2O"
565	50	0.0227	9.4989	-102747.0635	-211678.0669	-193.1505	-5407.6181	669.1424	"1H2(aq)+0.5O2(aq)->H2O"
566	50	0.0226	9.4643	-102554.4999	-211017.2401	-191.982	-5363.6022	652.7476	"1H2(aq)+0.5O2(aq)->H2O"
567	50	0.0225	9.43	-102363.0895	-210372.5243	-190.8439	-5320.3238	636.9148	"1H2(aq)+0.5O2(aq)->H2O"
568	50	0.0224	9.3959	-102172.8021	-209743.3695	-189.7352	-5277.7592	621.6176	"1H2(aq)+0.5O2(aq)->H2O"
569	50	0.0224	9.362	-101983.6093	-209129.2555	-188.655	-5235.8859	606.8312	"1H2(aq)+0.5O2(aq)->H2O"
570	50	0.0223	9.3283	-101795.483	-208529.6819	-187.6022	-5194.6825	592.532	"1H2(aq)+0.5O2(aq)->H2O"
571	50	0.0222	9.2949	-101608.3962	-207944.1725	-186.5759	-5154.1284	578.698	"1H2(aq)+0.5O2(aq)->H2O"
572	50	0.0222	9.2617	-101422.3228	-207372.2728	-185.5752	-5114.2038	565.3084	"1H2(aq)+0.5O2(aq)->H2O"
573	50	0.0221	9.2286	-101237.2376	-206813.5484	-184.5992	-5074.8901	552.3435	"1H2(aq)+0.5O2(aq)->H2O"
574	50	0.022	9.1958	-101053.1164	-206267.5838	-183.6472	-5036.1692	539.7847	"1H2(aq)+0.5O2(aq)->H2O"
575	50	0.0219	9.1632	-100869.9355	-205733.9818	-182.7184	-4998.0239	527.6145	"1H2(aq)+0.5O2(aq)->H2O"
576	50	0.0219	9.1307	-100687.6721	-205212.3623	-181.812	-4960.4376	515.8162	"1H2(aq)+0.5O2(aq)->H2O"
577	50	0.0218	9.0985	-100506.3042	-204702.3612	-180.9274	-4923.3946	504.3742	"1H2(aq)+0.5O2(aq)->H2O"
578	50	0.0217	9.0664	-100325.8103	-204203.6297	-180.0638	-4886.8796	493.2737	"1H2(aq)+0.5O2(aq)->H2O"
579	50	0.0217	9.0346	-100146.1698	-203715.8335	-179.2206	-4850.878	482.5004	"1H2(aq)+0.5O2(aq)->H2O"
580	50	0.0216	9.0029	-99967.3626	-203238.6521	-178.3971	-4815.3758	472.0411	"1H2(aq)+0.5O2(aq)->H2O"
581	50	0.0215	8.9714	-99789.3691	-202771.7773	-177.5929	-4780.3597	461.883	"1H2(aq)+0.5O2(aq)->H2O"
582	50	0.0215	8.9401	-99612.1709	-202314.9166	-176.8072	-4745.8166	452.0142	"1H2(aq)+0.5O2(aq)->H2O"
583	50	0.0214	8.9089	-99435.749	-201867.783	-176.0396	-4711.7341	442.4232	"1H2(aq)+0.5O2(aq)->H2O"
584	50	0.0213	8.878	-99260.0858	-201430.1049	-175.2895	-4678.1003	433.0991	"1H2(aq)+0.5O2(aq)->H2O"
585	50	0.0213	8.8472	-99085.1642	-201001.622	-174.5564	-4644.9036	424.0317	"1H2(aq)+0.5O2(aq)->H2O"
586	50	0.0212	8.8165	-98910.9674	-200582.082	-173.8399	-4612.1331	415.211	"1H2(aq)+0.5O2(aq)->H2O"
587	50	0.0212	8.7861	-98737.4792	-200171.2427	-173.1394	-4579.7779	406.6278	"1H2(aq)+0.5O2(aq)->H2O"
588	50	0.0211	8.7558	-98564.6835	-199768.8713	-172.4545	-4547.8278	398.2732	"1H2(aq)+0.5O2(aq)->H2O"
589	50	0.021	8.7257	-98392.5652	-199374.7434	-171.7848	-4516.273	390.1386	"1H2(aq)+0.5O2(aq)->H2O"
590	50	0.021	8.6957	-98221.1091	-198988.643	-171.1298	-4485.1038	382.2159	"1H2(aq)+0.5O2(aq)->H2O"
591	50	0.0209	8.6659	-98050.3008	-198610.3622	-170.4892	-4454.311	374.4975	"1H2(aq)+0.5O2(aq)->H2O"
592	50	0.0209	8.6362	-97880.1261	-198239.7004	-169.8625	-4423.8857	366.976	"1H2(aq)+0.5O2(aq)->H2O"
593	50	0.0208	8.6067	-97710.5713	-197876.4641	-169.2495	-4393.8194	359.6443	"1H2(aq)+0.5O2(aq)->H2O"
594	50	0.0207	8.5774	-97541.6228	-197520.4671	-168.6496	-4364.1037	352.4958	"1H2(aq)+0.5O2(aq)->H2O"
595	50	0.0207	8.5482	-97373.2677	-197171.5292	-168.0627	-4334.7306	345.5241	"1H2(aq)+0.5O2(aq)->H2O"
596	50	0.0206	8.5191	-97205.4932	-196829.477	-167.4883	-4305.6923	338.7229	"1H2(aq)+0.5O2(aq)->H2O"
597	50	0.0206	8.4902	-97038.287	-196494.1427	-166.9261	-4276.9814	332.0865	"1H2(aq)+0.5O2(aq)->H2O"
598	50	0.0205	8.4615	-96871.637	-196165.3644	-166.3759	-4248.5907	325.6092	"1H2(aq)+0.5O2(aq)->H2O"
599	50	0.0205	8.4329	-96705.5314	-195842.9857	-165.8372	-4220.513	319.2857	"1H2(aq)+0.5O2(aq)->H2O"
600	50	0.0204	8.4044	-96539.9588	-195526.8554	-165.3099	-4192.7417	313.1108	"1H2(aq)+0.5O2(aq)->H2O"
601	50	0.0204	8.3761	-96374.9078	-195216.8264	-164.7936	-4165.2701	307.0797	"1H2(aq)+0.5O2(aq)->H2O"
602	50	0.0203	8.3479	-96210.3678	-194912.7593	-164.2881	-4138.0919	301.1875	"1H2(aq)+0.5O2(aq)->H2O"
603	50	0.0202	8.3198	-96046.3281	-194614.5164	-163.7931	-4111.2009	295.4298	"1H2(aq)+0.5O2(aq)->H2O"
604	50	0.0202	8.2919	-95882.7782	-194321.9654	-163.3083	-4084.5912	289.8022	"1H2(aq)+0.5O2(aq)->H2O"
605	50	0.0201	8.2641	-95719.7081	-194034.9783	-162.8336	-4058.257	284.3007	"1H2(aq)+0.5O2(aq)->H2O"
606	50	0.0201	8.2365	-95557.1078	-193753.4311	-162.3686	-4032.1927	278.9211	"1H2(aq)+0.5O2(aq)->H2O"
607	50	0.02	8.209	-95394.9677	-193477.2037	-161.9131	-4006.3928	273.6596	"1H2(aq)+0.5O2(aq)->H2O"
608	50	0.02	8.1816	-95233.2784	-193206.18	-161.467	-3980.852	268.5127	"1H2(aq)+0.5O2(aq)->H2O"
609	50	0.0199	8.1543	-95072.0307	-192940.2471	-161.03	-3955.5653	263.4767	"1H2(aq)+0.5O2(aq)->H2O"
610	50	0.0199	8.1272	-94911.2155	-192679.2958	-160.6018	-3930.5276	258.5482	"1H2(aq)+0.5O2(aq)->H2O"
611	50	0.0198	8.1001	-94750.8241	-192423.2202	-160.1824	-3905.7341	253.724	"1H2(aq)+0.5O2(aq)->H2O"
612	50	0.0198	8.0733	-94590.8479	-192171.9177	-159.7714	-3881.1802	249.001	"1H2(aq)+0.5O2(aq)->H2O"
613	50	0.0197	8.0465	-94431.2785	-191925.2886	-159.3688	-3856.8613	244.3761	"1H2(aq)+0.5O2(aq)->H2O"
614	50	0.0197	8.0198	-94272.1076	-191683.2362	-158.9742	-3832.7729	239.8464	"1H2(aq)+0.5O2(aq)->H2O"
615	50	0.0196	7.9933	-94113.3274	-191445.6668	-158.5876	-3808.9108	235.4091	"1H2(aq)+0.5O2(aq)->H2O"
616	50	0.0196	7.9669	-93954.9298	-191212.4893	-158.2088	-3785.2708	231.0616	"1H2(aq)+0.5O2(aq)->H2O"
617	50	0.0195	7.9406	-93796.9073	-190983.6151	-157.8375	-3761.8488	226.8012	"1H2(aq)+0.5O2(aq)->H2O"
618	50	0.0195	7.9144	-93639.2523	-190758.9586	-157.4737	-3738.6409	222.6255	"1H2(aq)+0.5O2(aq)->H2O"
619	50	0.0194	7.8884	-93481.9574	-190538.4362	-157.1172	-3715.6432	218.5319	"1H2(aq)+0.5O2(aq)->H2O"
620	50	0.0194	7.8624	-93325.0156	-190321.9668	-156.7677	-3692.852	214.5183	"1H2(aq)+0.5O2(aq)->H2O"
621	50	0.0194	7.8366	-93168.4197	-190109.4718	-156.4253	-3670.2636	210.5824	"1H2(aq)+0.5O2(aq)->H2O"
622	50	0.0193	7.8109	-93012.1628	-189900.8744	-156.0896	-3647.8746	206.722	"1H2(aq)+0.5O2(aq)->H2O"
623	50	0.0193	7.7853	-92856.2382	-189696.1003	-155.7607	-3625.6813	202.935	"1H2(aq)+0.5O2(aq)->H2O"
624	50	0.0192	7.7598	-92700.6392	-189495.077	-155.4383	-3603.6806	199.2195	"1H2(aq)+0.5O2(aq)->H2O"
625	50	0.0192	7.7344	-92545.3595	-189297.734	-155.1223	-3581.869	195.5735	"1H2(aq)+0.5O2(aq)->H2O"
626	50	0.0191	7.7091	-92390.3926	-189104.0028	-154.8125	-3560.2435	191.995	"1H2(aq)+0.5O2(aq)->H2O"
627	50	0.0191	7.6839	-92235.7323	-188913.8167	-154.509	-3538.8008	188.4824	"1H2(aq)+0.5O2(aq)->H2O"
628	50	0.019	7.6588	-92081.3726	-188727.1108	-154.2114	-3517.538	185.0339	"1H2(aq)+0.5O2(aq)->H2O"
629	50	0.019	7.6339	-91927.3075	-188543.8217	-153.9198	-3496.4522	181.6477	"1H2(aq)+0.5O2(aq)->H2O"
630	50	0.0189	7.609	-91773.5311	-188363.8881	-153.634	-3475.5403	178.3223	"1H2(aq)+0.5O2(aq)->H2O"
631	50	0.0189	7.5842	-91620.0376	-188187.2498	-153.3538	-3454.7997	175.0561	"1H2(aq)+0.5O2(aq)->H2O"
632	50	0.0189	7.5596	-91466.8216	-188013.8486	-153.0792	-3434.2275	171.8475	"1H2(aq)+0.5O2(aq)->H2O"
633	50	0.0188	7.535	-91313.8774	-187843.6275	-152.8101	-3413.8212	168.6951	"1H2(aq)+0.5O2(aq)->H2O"
634	50	0.0188	7.5106	-91161.1996	-187676.531	-152.5463	-3393.578	165.5975	"1H2(aq)+0.5O2(aq)->H2O"
635	50	0.0187	7.4862	-91008.7829	-187512.505	-152.2878	-3373.4955	162.5532	"1H2(aq)+0.5O2(aq)->H2O"
636	50	0.0187	7.4619	-90856.6222	-187351.497	-152.0345	-3353.5711	159.561	"1H2(aq)+0.5O2(aq)->H2O"
637	50	0.0187	7.4377	-90704.7123	-187193.4554	-151.7862	-3333.8024	156.6196	"1H2(aq)+0.5O2(aq)->H2O"
638	50	0.0186	7.4137	-90553.0482	-187038.3301	-151.5428	-3314.187	153.7276	"1H2(aq)+0.5O2(aq)->H2O"
639	50	0.0186	7.3897	-90401.625	-186886.0724	-151.3044	-3294.7227	150.8839	"1H2(aq)+0.5O2(aq)->H2O"
640	50	0.0185	7.3658	-90250.4379	-186736.6344	-151.0707	-3275.4071	148.0874	"1H2(aq)+0.5O2(aq)->H2O"
641	50	0.0185	7.342	-90099.4821	-186589.9696	-150.8417	-3256.2381	145.3368	"1H2(aq)+0.5O2(aq)->H2O"
642	50	0.0184	7.3183	-89948.753	-186446.0327	-150.6173	-3237.2134	142.6311	"1H2(aq)+0.5O2(aq)->H2O"
643	50	0.0184	7.2947	-89798.2459	-186304.7792	-150.3975	-3218.331	139.9692	"1H2(aq)+0.5O2(aq)->H2O"
644	50	0.0184	7.2712	-89647.9565	-186166.166	-150.1821	-3199.5887	137.35	"1H2(aq)+0.5O2(aq)->H2O"
645	50	0.0183	7.2478	-89497.8803	-186030.1506	-149.971	-3180.9846	134.7727	"1H2(aq)+0.5O2(aq)->H2O"
646	50	0.0183	7.2244	-89348.013	-185896.6919	-149.7643	-3162.5167	132.2361	"1H2(aq)+0.5O2(aq)->H2O"
647	50	0.0182	7.2012	-89198.3504	-185765.7495	-149.5617	-3144.1831	129.7394	"1H2(aq)+0.5O2(aq)->H2O"
648	50	0.0182	7.178	-89048.8882	-185637.284	-149.3633	-3125.9818	127.2816	"1H2(aq)+0.5O2(aq)->H2O"
649	50	0.0182	7.1549	-88899.6224	-185511.257	-149.169	-3107.911	124.8619	"1H2(aq)+0.5O2(aq)->H2O"
650	50	0.0181	7.132	-88750.5489	-185387.6307	-148.9787	-3089.9689	122.4794	"1H2(aq)+0.5O2(aq)->H2O"
274	50	1.0024	145.9813	-765767.147	-809261.1443	-154.0593	-57.0035	-916.5811	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
275	50	1.0024	145.4209	-765611.4052	-810180.4615	-157.4084	-57.2346	-894.4845	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
276	50	1.0024	144.8639	-765452.3612	-811077.5818	-160.6647	-57.4578	-873.792	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
277	50	1.0024	144.3103	-765290.1048	-811953.9147	-163.8341	-57.6734	-854.3896	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
278	50	1.0024	143.7601	-765124.7202	-812810.7558	-166.9219	-57.8821	-836.1748	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
279	50	1.0024	143.2133	-764956.2867	-813649.2978	-169.9328	-58.0841	-819.0551	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
280	50	1.0023	142.6699	-764784.8787	-814470.6405	-172.8714	-58.2801	-802.9469	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
281	50	1.0022	142.1298	-764610.5665	-815275.7997	-175.7419	-58.4701	-787.7747	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
282	50	1.0022	141.5929	-764433.4164	-816065.7156	-178.548	-58.6548	-773.4696	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
283	50	1.0021	141.0594	-764253.4908	-816841.2592	-181.2933	-58.8342	-759.9693	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
284	50	1.002	140.5291	-764070.8489	-817603.2388	-183.9811	-59.0088	-747.2169	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
285	50	1.0019	140.0021	-763885.5468	-818352.4057	-186.6144	-59.1789	-735.1604	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
286	50	1.0017	139.4782	-763697.6374	-819089.459	-189.196	-59.3446	-723.7525	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
287	50	1.0016	138.9576	-763507.1711	-819815.0503	-191.7286	-59.5062	-712.9497	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
288	50	1.0014	138.4401	-763314.1956	-820529.7873	-194.2147	-59.6639	-702.7122	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
289	50	1.0013	137.9257	-763118.7564	-821234.2381	-196.6565	-59.818	-693.0034	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
290	50	1.0011	137.4145	-762920.8967	-821928.9336	-199.0561	-59.9687	-683.7897	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
291	50	1.0009	136.9063	-762720.6576	-822614.3714	-201.4156	-60.116	-675.04	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
292	50	1.0007	136.4012	-762518.0782	-823291.0176	-203.7369	-60.2603	-666.7258	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
293	50	1.0005	135.8992	-762313.1959	-823959.3097	-206.0217	-60.4017	-658.8208	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
294	50	1.0003	135.4001	-762106.0464	-824619.6587	-208.2716	-60.5402	-651.3004	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
295	50	1	134.9041	-761896.6638	-825272.4512	-210.4882	-60.6762	-644.1422	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
296	50	0.9998	134.411	-761685.0806	-825918.0509	-212.673	-60.8096	-637.3251	"1H2S(aq)+2O2(aq)->1HSO4-+1H+"
